CustomerId,DateId,LocationName,TransactionTypeId,SKU,NetSales,Quantity,DiscountAmount
19813,7/14/2021,Online,1,S424,18,1,2
19813,7/14/2021,Online,1,S380,719.99,1,80
20766,7/21/2021,Online,1,S367,149,1,0
21483,7/26/2021,Online,1,S499,569.05,1,29.95
20222,7/14/2021,Online,6,S61,1549,1,0
21154,7/24/2021,Online,1,S25,1299,1,0
21154,7/24/2021,Online,1,S367,298,2,0
19818,7/10/2021,Online,6,S92,1099,1,0
255,7/20/2021,Grayton Beach Flagship,1,S416,40,2,0
255,7/20/2021,Grayton Beach Flagship,1,S432,30,1,0
18995,7/11/2021,Online,1,S85,1499,1,0
20659,7/18/2021,Destin Flagship,1,S370,30,1,0
23006,8/15/2021,Online,1,S416,20,1,0
,6/26/2021,Online,1,S433,60,2,0
,6/26/2021,Online,1,S559,210,1,0
,7/18/2021,Online,1,S513,20,1,0
,8/4/2021,Online,1,S379,10,1,0
18959,7/3/2021,Online,1,S35,799,1,0
19907,7/11/2021,Online,1,S41,749,1,0
17516,7/9/2021,Online,1,S443,90,1,0
16551,6/25/2021,Online,1,S380,799.99,1,0
22105,8/3/2021,Online,1,S472,140,2,0
20217,7/29/2021,Online,1,S427,40,1,0
20217,7/29/2021,Online,1,S416,20,1,0
22839,8/22/2021,Fort Walton Beach Flagship,1,S635,47.45,1,2.5
22839,8/22/2021,Fort Walton Beach Flagship,1,S633,28.45,1,1.5
22839,8/22/2021,Fort Walton Beach Flagship,1,S457,28.51,1,1.49
,8/19/2021,Fort Walton Beach Flagship,1,S42,711.55,1,37.45
,8/19/2021,Fort Walton Beach Flagship,1,S427,38,1,2
,8/19/2021,Fort Walton Beach Flagship,1,S472,66.5,1,3.5
,8/19/2021,Fort Walton Beach Flagship,1,S517,19,1,1
22703,8/11/2021,Online,1,S91,999,1,0
,8/17/2021,Online,1,S397,200,1,0
,8/17/2021,Online,1,S461,25,1,0
,8/17/2021,Online,1,S446,120,1,0
,8/17/2021,Online,1,S427,40,1,0
,8/17/2021,Online,1,S412,30,1,0
2845,6/30/2021,Online,1,S558,210,1,0
22107,8/2/2021,Online,1,S235,26,1,0
22107,8/2/2021,Online,1,S427,40,1,0
22107,8/2/2021,Online,1,S412,30,1,0
22107,8/2/2021,Online,1,S618,200,1,0
20172,7/13/2021,Fort Walton Beach Flagship,1,S402,13.99,1,0
20172,7/13/2021,Fort Walton Beach Flagship,1,S523,230,1,0
20172,7/13/2021,Fort Walton Beach Flagship,1,S412,30,1,0
20339,7/15/2021,Online,1,S423,140,1,0
20339,7/15/2021,Online,1,S427,40,1,0
14443,5/30/2021,Online,6,S445,45,1,5
14443,5/30/2021,Online,6,S458,36,1,4
14443,5/30/2021,Online,6,S11,1214.1,1,134.9
2376,7/10/2021,Online,1,S433,60,2,0
22990,8/15/2021,Destin Flagship,1,S50,899.1,1,99.9
22990,8/15/2021,Destin Flagship,1,S427,40,1,0
21385,7/26/2021,Online,1,S20,649,1,0
23418,8/22/2021,Online,1,S25,1299,1,0
20494,9/3/2021,Grayton Beach Flagship,1,S402,13.99,1,0
20494,9/3/2021,Grayton Beach Flagship,1,S618,200,1,0
22472,8/7/2021,Online,1,S558,210,1,0
20809,7/22/2021,Online,1,S367,139,1,10
22262,8/4/2021,Fort Walton Beach Flagship,1,S462,190,1,10
22262,8/4/2021,Fort Walton Beach Flagship,1,S50,1898.1,2,99.9
22262,8/4/2021,Fort Walton Beach Flagship,1,S4,758.1,2,39.9
22262,8/4/2021,Fort Walton Beach Flagship,1,S427,152,4,8
22262,8/4/2021,Fort Walton Beach Flagship,1,S561,199.5,1,10.5
22262,8/4/2021,Fort Walton Beach Flagship,1,S460,190,1,10
19660,7/19/2021,Online,1,S412,30,1,0
18597,6/30/2021,Online,1,S367,149,1,0
19961,7/12/2021,Online,1,S154,40,1,0
,7/5/2021,Online,1,S497,599,1,0
23323,8/21/2021,Online,1,S512,20,1,0
19973,7/12/2021,Online,1,S375,130,1,0
14796,6/2/2021,Online,1,S412,30,1,0
14796,6/2/2021,Online,1,S561,210,1,0
14796,6/2/2021,Online,1,S58,1349,1,0
22368,8/6/2021,Grayton Beach Flagship,1,S447,10,1,0
19769,7/10/2021,Grayton Beach Flagship,1,S445,35,1,15
23891,8/31/2021,Online,1,S388,25,1,0
18587,6/30/2021,Online,1,S30,1099,1,0
18587,6/30/2021,Online,1,S388,25,1,0
18587,6/30/2021,Online,1,S376,49.99,1,0
,7/23/2021,Pop Up Store,1,S368,110,1,59
,7/23/2021,Pop Up Store,1,S370,15,1,15
18680,7/1/2021,Online,1,S551,200,1,0
1921,6/28/2021,Online,1,S92,1099,1,0
17059,8/25/2021,Online,1,S392,275,1,0
20668,7/18/2021,Fort Walton Beach Flagship,1,S326,26,1,0
18404,6/28/2021,Online,1,S1,899,1,0
18404,6/28/2021,Online,1,S367,149,1,0
21916,7/31/2021,Online,1,S18,616.55,1,32.45
,7/31/2021,Grayton Beach Flagship,1,S454,20,1,0
20951,7/21/2021,Pop Up Store,1,S61,1300,1,249
20951,7/21/2021,Pop Up Store,1,S458,40,1,0
2587,7/21/2021,Online,1,S415,180,1,0
,7/16/2021,Online,1,S618,200,1,0
,7/16/2021,Online,1,S35,799,1,0
14488,7/24/2021,Online,1,S388,75,3,0
13286,5/25/2021,Online,1,S458,36,1,4
13286,5/25/2021,Online,1,S12,2428.2,2,269.8
,6/30/2021,Fort Walton Beach Flagship,1,S50,999,1,0
,6/30/2021,Fort Walton Beach Flagship,1,S423,119,1,21
2009,8/26/2021,Online,1,S431,56,2,0
24222,9/6/2021,Destin Flagship,1,S82,1274.15,1,224.85
24222,9/6/2021,Destin Flagship,1,S42,636.65,1,112.35
24222,9/6/2021,Destin Flagship,1,S376,42.49,1,7.5
24222,9/6/2021,Destin Flagship,1,S556,178.51,1,31.49
,8/15/2021,Online,1,S445,50,1,0
4245,7/10/2021,Online,1,S25,1299,1,0
,7/6/2021,Online,1,S447,10,1,0
,7/6/2021,Online,1,S452,20,1,0
22394,8/6/2021,Destin Flagship,1,S331,26,1,0
22394,8/6/2021,Destin Flagship,1,S402,13.99,1,0
21765,7/30/2021,Online,1,S555,200,1,0
5872,8/2/2021,Fort Walton Beach Flagship,1,S402,13.99,1,0
,7/26/2021,Online,1,S18,649,1,0
,8/16/2021,Online,1,S375,130,1,0
23498,8/24/2021,Online,1,S390,119,1,0
,7/6/2021,Online,1,S509,20,1,0
,8/20/2021,Online,1,S420,20,1,0
5265,7/20/2021,Online,1,S416,20,1,0
,7/28/2021,Online,1,S292,16,1,10
1130,7/7/2021,Online,1,S384,237.5,1,12.5
1130,7/7/2021,Online,1,S462,190,1,10
19275,7/6/2021,Online,1,S416,19,1,1
19275,7/6/2021,Online,1,S458,38,1,2
19275,7/6/2021,Online,1,S20,616.55,1,32.45
16811,7/26/2021,Online,1,S421,40,2,0
16811,7/26/2021,Online,1,S424,40,2,0
19591,7/8/2021,Online,1,S91,999,1,0
19591,7/8/2021,Online,1,S458,40,1,0
24281,9/7/2021,Online,1,S388,50,2,0
,7/16/2021,Online,1,S390,109,1,10
18372,6/29/2021,Online,1,S1,854.05,1,44.95
2431,8/2/2021,Online,6,S415,180,1,0
21134,7/23/2021,Destin Flagship,1,S77,1299,1,0
24257,9/8/2021,Online,1,S407,60,1,0
24257,9/8/2021,Online,1,S265,26,1,0
22275,8/4/2021,Fort Walton Beach Flagship,1,S281,26,1,0
22275,8/4/2021,Fort Walton Beach Flagship,1,S402,13.99,1,0
,7/19/2021,Online,1,S415,180,1,0
,6/26/2021,Online,1,S557,210,1,0
19289,7/8/2021,Online,1,S424,20,1,0
4867,8/21/2021,Online,1,S415,190,1,0
,8/23/2021,Online,1,S388,25,1,0
,8/23/2021,Online,1,S421,20,1,0
19931,7/11/2021,Online,1,S42,674.1,1,74.9
19325,7/12/2021,Online,1,S561,189,1,21
19325,7/12/2021,Online,1,S397,180,1,20
19325,7/12/2021,Online,1,S458,72,2,8
19325,7/12/2021,Online,1,S416,36,2,4
19325,7/12/2021,Online,1,S427,108,3,12
13603,7/19/2021,Online,1,S452,40,2,0
13603,7/19/2021,Online,1,S454,20,1,0
13603,7/19/2021,Online,1,S146,40,1,0
13603,7/19/2021,Online,1,S145,40,1,0
13603,7/19/2021,Online,1,S328,26,1,0
13603,7/19/2021,Online,1,S333,26,1,0
13603,7/19/2021,Online,1,S561,210,1,0
13603,7/19/2021,Online,1,S261,26,1,0
13603,7/19/2021,Online,1,S188,26,1,0
12850,7/26/2021,Online,1,S415,180,1,0
19892,7/11/2021,Online,1,S548,40,1,0
19892,7/11/2021,Online,1,S433,30,1,0
19892,7/11/2021,Online,1,S432,30,1,0
19892,7/11/2021,Online,1,S412,30,1,0
19462,7/7/2021,Grayton Beach Flagship,1,S512,20,1,0
19462,7/7/2021,Grayton Beach Flagship,1,S211,26,1,0
18976,7/3/2021,Grayton Beach Flagship,1,S508,19,1,1
,6/25/2021,Online,1,S561,210,1,0
23946,8/31/2021,Online,1,S512,20,1,0
20883,7/21/2021,Online,1,S371,60,1,0
18975,7/3/2021,Online,1,S367,283.1,2,14.9
18975,7/3/2021,Online,1,S370,28.5,1,1.5
,6/28/2021,Online,1,S375,200,2,60
,6/28/2021,Online,1,S92,2198,2,0
14897,6/27/2021,Online,1,S4,399,1,0
11311,6/29/2021,Online,1,S441,25,1,0
11311,6/29/2021,Online,1,S464,50,1,0
18632,6/30/2021,Destin Flagship,1,S402,27.98,2,0
,8/14/2021,Fort Walton Beach Flagship,1,S613,23.75,1,1.25
13783,7/2/2021,Online,1,S458,40,1,0
13783,7/2/2021,Online,1,S420,20,1,0
3033,7/20/2021,Online,1,S62,1471.55,1,77.45
19351,7/6/2021,Online,1,S92,1044.05,1,54.95
19351,7/6/2021,Online,1,S563,199.5,1,10.5
17596,6/30/2021,Online,1,S512,15,1,5
17596,6/30/2021,Online,1,S549,5.61,1,1.88
17596,6/30/2021,Online,1,S432,22.51,1,7.49
355,9/8/2021,Fort Walton Beach Flagship,1,S458,76,2,4
355,9/8/2021,Fort Walton Beach Flagship,1,S457,28.5,1,1.5
,8/3/2021,Online,1,S27,1399,1,0
,8/13/2021,Online,1,S528,200,1,0
,8/13/2021,Online,1,S556,210,1,0
20409,7/16/2021,Online,1,S427,40,1,0
20409,7/16/2021,Online,1,S4,399,1,0
12144,7/6/2021,Online,1,S416,20,1,0
16402,7/9/2021,Online,1,S420,40,2,0
,7/27/2021,Online,1,S421,40,2,0
,7/27/2021,Online,1,S424,40,2,0
,7/27/2021,Online,1,S420,40,2,0
,8/23/2021,Online,1,S388,23.75,1,1.25
21289,7/25/2021,Online,1,S7,949,1,0
23135,8/18/2021,Online,1,S1,899,1,0
,8/30/2021,Online,1,S375,200,2,60
,8/30/2021,Online,1,S82,1499,1,0
18248,6/28/2021,Online,1,S51,999,1,0
18248,6/28/2021,Online,1,S75,1299,1,0
17983,6/26/2021,Online,1,S390,119,1,0
19706,7/10/2021,Online,1,S375,130,1,0
,7/25/2021,Grayton Beach Flagship,1,S512,20,1,0
22754,8/12/2021,Online,1,S27,1329.05,1,69.95
19738,7/10/2021,Online,1,S433,30,1,0
,7/4/2021,Online,1,S16,649,1,0
,7/4/2021,Online,1,S458,40,1,0
19158,7/5/2021,Online,1,S420,20,1,0
3123,8/13/2021,Online,1,S432,60,2,0
3123,8/13/2021,Online,1,S431,56,2,0
11700,7/31/2021,Fort Walton Beach Flagship,1,S427,40,1,0
16631,6/27/2021,Online,1,S380,1599.98,2,0
16631,6/27/2021,Online,1,S375,260,2,0
16631,6/27/2021,Online,1,S446,240,2,0
20078,7/13/2021,Online,1,S35,799,1,0
20025,7/12/2021,Online,1,S84,1499,1,0
20025,7/12/2021,Online,1,S375,100,1,30
19008,7/4/2021,Online,1,S16,639,1,10
7013,7/30/2021,Online,1,S458,40,1,0
7013,7/30/2021,Online,1,S427,40,1,0
7013,7/30/2021,Online,1,S42,749,1,0
2771,6/30/2021,Online,1,S388,42.5,2,7.5
14263,6/25/2021,Online,1,S380,799.99,1,0
22331,8/5/2021,Destin Flagship,1,S416,19,1,1
22331,8/5/2021,Destin Flagship,1,S458,38,1,2
23849,9/7/2021,FWB Warehouse,1,S427,40,1,0
18881,7/3/2021,Online,1,S375,130,1,0
18881,7/3/2021,Online,1,S433,30,1,0
20890,7/20/2021,Online,1,S432,30,1,0
20890,7/20/2021,Online,1,S433,30,1,0
20890,7/20/2021,Online,1,S412,60,2,0
,8/14/2021,Online,1,S1,889,1,10
20117,7/13/2021,Online,1,S482,150,2,0
20117,7/13/2021,Online,1,S25,1299,1,0
20117,7/13/2021,Online,1,S367,298,2,0
20117,7/13/2021,Online,1,S561,210,1,0
19071,7/4/2021,Online,1,S16,649,1,0
21922,7/31/2021,Online,1,S548,40,1,0
,7/30/2021,Online,1,S88,1799.1,1,199.9
,7/30/2021,Online,1,S553,180,1,20
22162,8/3/2021,Destin Flagship,1,S420,20,1,0
22162,8/3/2021,Destin Flagship,1,S509,20,1,0
23597,8/26/2021,Online,1,S555,200,1,0
18581,7/4/2021,Online,1,S472,126,2,14
18581,7/4/2021,Online,1,S401,180,1,20
18581,7/4/2021,Online,1,S441,22.5,1,2.5
18581,7/4/2021,Online,1,S35,719.1,1,79.9
18581,7/4/2021,Online,1,S77,1169.1,1,129.9
18643,7/1/2021,Online,1,S16,649,1,0
13100,5/20/2021,Online,1,S98,2022.72,1,26.28
13100,5/20/2021,Online,1,S67,1825.28,1,23.72
18884,7/3/2021,Online,1,S420,20,1,0
18005,6/26/2021,Online,1,S458,40,1,0
,7/10/2021,Online,1,S421,20,1,0
19316,7/8/2021,Online,1,S16,624,1,25
24152,9/5/2021,Online,1,S472,70,1,0
20457,7/16/2021,Online,6,S535,150,1,0
20734,7/19/2021,Online,1,S375,260,2,0
20389,7/16/2021,Online,1,S454,20,1,0
20389,7/16/2021,Online,1,S561,210,1,0
20389,7/16/2021,Online,1,S548,40,1,0
13004,8/11/2021,Fort Walton Beach Flagship,1,S98,1844.1,1,204.9
13004,8/11/2021,Fort Walton Beach Flagship,1,S552,190,1,10
13004,8/11/2021,Fort Walton Beach Flagship,1,S412,28.5,1,1.5
13004,8/11/2021,Fort Walton Beach Flagship,1,S459,190,1,10
23623,8/26/2021,Destin Flagship,1,S420,19,1,1
23623,8/26/2021,Destin Flagship,1,S421,19,1,1
23423,8/25/2021,Online,1,S35,759.05,1,39.95
,6/12/2021,Online,6,S626,10,1,0
18461,6/29/2021,Online,1,S471,20,1,0
19983,8/1/2021,Online,1,S458,40,1,0
19983,8/1/2021,Online,1,S549,7.49,1,0
21133,7/23/2021,Grayton Beach Flagship,1,S278,26,1,0
21133,7/23/2021,Grayton Beach Flagship,1,S186,26,1,0
21133,7/23/2021,Grayton Beach Flagship,1,S512,20,1,0
21133,7/23/2021,Grayton Beach Flagship,1,S514,20,1,0
23302,8/21/2021,Fort Walton Beach Flagship,1,S416,20,1,0
23302,8/21/2021,Fort Walton Beach Flagship,1,S431,28,1,0
21158,7/23/2021,Online,1,S42,749,1,0
1402,7/31/2021,Destin Flagship,1,S465,180,1,0
19253,7/5/2021,Online,4,S388,50,2,0
19253,7/5/2021,Online,4,S367,298,2,0
22254,8/4/2021,Online,1,S50,999,1,0
22254,8/4/2021,Online,1,S499,599,1,0
18679,7/1/2021,Online,1,S20,616.55,1,32.45
23197,8/19/2021,Online,1,S33,799,1,0
17354,7/2/2021,Online,1,S48,949.05,1,49.95
22328,8/5/2021,Grayton Beach Flagship,1,S443,90,1,0
18887,7/10/2021,Online,1,S20,649,1,0
18887,7/10/2021,Online,1,S458,40,1,0
20391,7/17/2021,Online,1,S449,90,1,0
20391,7/17/2021,Online,1,S458,40,1,0
20391,7/17/2021,Online,1,S51,999,1,0
,8/11/2021,Online,1,S433,20,1,10
20978,7/21/2021,Destin Flagship,4,S84,1424.05,1,74.95
20978,7/21/2021,Destin Flagship,4,S380,799.99,1,0
20978,7/21/2021,Destin Flagship,4,S446,120,1,0
20978,7/21/2021,Destin Flagship,4,S561,210,1,0
20978,7/21/2021,Destin Flagship,4,S376,49.99,1,0
22986,8/15/2021,Fort Walton Beach Flagship,1,S613,25,1,0
22986,8/15/2021,Fort Walton Beach Flagship,1,S458,40,1,0
19296,7/6/2021,Online,1,S497,599,1,0
22674,8/10/2021,Online,1,S375,130,1,0
1496,7/12/2021,Online,1,S25,1289,1,10
,8/17/2021,Grayton Beach Flagship,1,S432,30,1,0
22653,8/10/2021,Grayton Beach Flagship,1,S443,90,1,0
16511,6/14/2021,Online,1,S414,180,1,0
16511,6/14/2021,Online,1,S386,500,2,0
16511,6/14/2021,Online,1,S427,80,2,0
16511,6/14/2021,Online,1,S50,999,1,0
16511,6/14/2021,Online,1,S48,999,1,0
20141,7/18/2021,Online,6,S472,70,1,0
18127,6/30/2021,Online,1,S420,18,1,2
,7/27/2021,Online,1,S558,200,1,10
16264,6/13/2021,Online,1,S1,899,1,0
16264,6/13/2021,Online,1,S414,180,1,0
2151,6/8/2021,Online,6,S27,1399,1,0
20358,8/26/2021,Online,1,S441,25,1,0
,3/6/2021,Online,6,S414,162,1,18
,7/21/2021,Online,1,S415,180,1,0
,7/21/2021,Online,1,S86,1499,1,0
,7/21/2021,Online,1,S375,200,2,60
,7/21/2021,Online,1,S380,1599.98,2,0
,7/21/2021,Online,1,S563,210,1,0
,7/21/2021,Online,1,S548,40,1,0
,7/21/2021,Online,1,S412,60,2,0
,7/21/2021,Online,1,S84,1499,1,0
,7/21/2021,Online,1,S558,420,2,0
,7/21/2021,Online,1,S388,25,1,0
,7/21/2021,Online,1,S367,149,1,0
19520,7/7/2021,Online,1,S33,799,1,0
20184,7/15/2021,Fort Walton Beach Flagship,1,S402,13.99,1,0
20895,7/21/2021,Online,1,S375,100,1,30
20895,7/21/2021,Online,1,S30,1099,1,0
9489,7/9/2021,Destin Flagship,1,S402,50.37,4,5.59
22077,8/2/2021,Online,1,S1,899,1,0
18006,6/26/2021,Online,1,S561,420,2,0
18006,6/26/2021,Online,1,S380,1599.98,2,0
18006,6/26/2021,Online,1,S84,2998,2,0
21262,7/25/2021,Online,1,S367,596,4,0
17132,6/19/2021,Online,4,S462,200,1,0
17132,6/19/2021,Online,4,S35,799,1,0
22502,8/10/2021,Grayton Beach Flagship,1,S462,100,1,100
22502,8/10/2021,Grayton Beach Flagship,1,S441,25,1,0
22502,8/10/2021,Grayton Beach Flagship,1,S427,40,1,0
,7/9/2021,Fort Walton Beach Flagship,1,S41,749,1,0
18471,6/29/2021,Online,1,S1,899,1,0
1509,6/28/2021,Online,1,S27,1399,1,0
20906,7/21/2021,Online,1,S30,1099,1,0
20906,7/21/2021,Online,1,S375,100,1,30
,6/30/2021,Online,1,S555,200,1,0
20923,7/21/2021,Online,1,S548,40,1,0
20923,7/21/2021,Online,1,S397,200,1,0
20923,7/21/2021,Online,1,S464,50,1,0
20923,7/21/2021,Online,1,S558,210,1,0
20355,7/15/2021,Fort Walton Beach Flagship,1,S634,29.95,1,0
