CustomerId,Profile,State,Has_Email,Latitude,Longitude
197,,,1,,
198,,,1,,
199,,,0,,
200,,,1,,
201,,,1,,
202,,,1,,
203,,,1,,
204,,,1,,
205,,,1,,
208,,,1,,
209,,,0,,
210,,,1,,
211,,,0,,
212,,,0,,
213,,,0,,
214,,,1,,
215,,,1,,
217,,,1,,
218,,,1,,
219,,,1,,
220,,,1,,
221,,,1,,
222,,,1,,
223,,,1,,
225,,,1,,
226,,,0,,
227,,,1,,
229,,,1,,
230,,,1,,
231,,,1,,
232,,,1,,
233,,,0,,
234,,,1,,
235,,,1,,
237,,,1,,
238,,,1,,
239,,,1,,
241,,,1,,
243,,,0,,
244,,,1,,
245,,,1,,
246,,,0,,
247,,,1,,
250,,,1,,
251,,,1,,
253,,,1,,
255,,,1,,
257,,,1,,
259,,,1,,
260,,,1,,
261,,,1,,
262,,,1,,
263,,,1,,
265,,,1,,
266,,,1,,
267,,,1,,
268,,,0,,
270,,,0,,
272,,,1,,
273,,,1,,
274,,,1,,
275,,,1,,
277,,,0,,
278,,,1,,
279,,,1,,
280,,,1,,
282,,,0,,
283,,,0,,
284,,,1,,
285,,,1,,
286,,,1,,
287,,,1,,
288,,,1,,
289,,,1,,
290,,,1,,
292,,,1,,
293,,,1,,
295,,,1,,
296,,,0,,
298,,,1,,
299,,,1,,
300,,,1,,
302,,,1,,
303,,,1,,
306,,,0,,
308,,,1,,
309,,,1,,
310,,,0,,
311,,,0,,
312,,,1,,
313,,,1,,
314,,,1,,
315,,,1,,
317,,,1,,
318,,,1,,
319,,,0,,
320,,,1,,
321,,,0,,
322,,,1,,
323,,,0,,
325,,,1,,
327,,,1,,
328,,,1,,
329,,,0,,
330,,,1,,
331,,,1,,
332,,,0,,
333,,,0,,
334,,,1,,
335,,,1,,
336,,,1,,
337,,,1,,
339,,,0,,
340,,,1,,
341,,,1,,
342,,,1,,
344,,,1,,
345,,,1,,
346,,,0,,
347,,,1,,
348,,,1,,
350,,,1,,
351,,,1,,
352,,,0,,
353,,,1,,
354,,,1,,
355,,,1,,
356,,,1,,
357,,,1,,
362,,,1,,
363,,,1,,
366,,,1,,
367,,,0,,
368,,,1,,
369,,,1,,
372,,,1,,
373,,,1,,
374,,,1,,
377,,,0,,
379,,,1,,
380,,,1,,
381,,,0,,
383,,,0,,
387,,,1,,
388,,,0,,
389,,,1,,
390,,,1,,
391,,,1,,
392,,,1,,
394,,,0,,
395,,,0,,
396,,,0,,
397,,,0,,
398,,,1,,
399,,,1,,
400,,,1,,
401,,,1,,
402,,,1,,
403,,,1,,
404,,,1,,
405,,,1,,
406,,,1,,
408,,,1,,
410,,,1,,
411,,,1,,
412,,,0,,
413,,,1,,
415,,,1,,
416,,,1,,
417,,,1,,
418,,,1,,
419,,,1,,
421,,,1,,
422,,,1,,
423,,,1,,
424,,,0,,
425,,,1,,
426,,,0,,
427,,,1,,
428,,,1,,
429,,,1,,
430,,,1,,
431,,,1,,
432,,,1,,
434,,,1,,
435,,,0,,
436,,,0,,
438,,,1,,
439,,,0,,
440,,,1,,
443,,,1,,
444,,,1,,
445,,,0,,
446,,,1,,
449,,,0,,
450,,,1,,
451,,,0,,
452,,,1,,
453,,,1,,
454,,,1,,
455,,,1,,
456,,,1,,
457,,,1,,
458,,,0,,
460,,,1,,
462,,,0,,
463,,,1,,
464,,,1,,
465,,,1,,
467,,,0,,
468,,,1,,
469,,,1,,
471,,,1,,
472,,,1,,
473,,,1,,
474,,,1,,
475,,,0,,
476,,,1,,
478,,,0,,
479,,,1,,
480,,,1,,
481,,,1,,
482,,,0,,
484,,,1,,
485,,,1,,
487,,,1,,
488,,,1,,
489,,,0,,
490,,,1,,
491,,,0,,
492,,,1,,
493,,,0,,
494,,,1,,
495,,,1,,
496,,,0,,
497,,,1,,
498,,,1,,
500,,,1,,
501,,,1,,
502,,,0,,
503,,,1,,
504,,,1,,
506,,,1,,
507,,,1,,
508,,,1,,
509,,,0,,
510,,,1,,
511,,,1,,
512,,,1,,
513,,,1,,
514,,,1,,
515,,,1,,
516,,,1,,
518,,,1,,
519,,,1,,
521,,,1,,
522,,,1,,
524,,,0,,
525,,,1,,
526,,,1,,
527,,,1,,
528,,,1,,
529,,,1,,
530,,,1,,
531,,,0,,
532,,,1,,
537,,,1,,
538,,,1,,
539,,,1,,
540,,,1,,
541,,,1,,
542,,,1,,
544,,,1,,
545,,,1,,
546,,,1,,
548,,,1,,
550,,,1,,
551,,,1,,
552,,,1,,
554,,,1,,
555,,,1,,
558,,,0,,
560,,,1,,
561,,,1,,
563,,,1,,
564,,,1,,
565,,,1,,
566,,,1,,
567,,,0,,
568,,,1,,
569,,,1,,
571,,,1,,
572,,,1,,
573,,,1,,
575,,,1,,
576,,,0,,
577,,,1,,
578,,,1,,
579,,,1,,
580,,,1,,
581,,,1,,
582,,,1,,
583,,,1,,
584,,,1,,
585,,,1,,
586,,,1,,
588,,,1,,
589,,,1,,
590,,,1,,
591,,,1,,
592,,,1,,
593,,,1,,
594,,,1,,
595,,,1,,
596,,,1,,
597,,,1,,
598,,,1,,
600,,,0,,
601,,,1,,
602,,,0,,
603,,,1,,
605,,,1,,
606,,,1,,
607,,,1,,
608,,,0,,
609,,,1,,
611,,,1,,
613,,,1,,
615,,,1,,
616,,,1,,
617,,,1,,
619,,,1,,
620,,,1,,
621,,,1,,
622,,,1,,
623,,,1,,
624,,,0,,
625,Envied Elite,OH,0,39.7293947,-84.1813276
626,Mid Town Millennials,GA,0,34.3218277,-83.9805647
627,Mature Money,TX,0,32.3205722,-96.623753
629,Envied Elite,FL,1,26.406728,-80.206922
630,Mid Town Millennials,GA,1,33.9878941,-83.4497032
631,Settled in the City,WV,1,38.2762896,-80.8525903
632,,AR,0,35.231056,-93.0676373
633,,WA,1,47.8034378,-122.3325821
634,,AL,1,33.3845342,-86.7558774
636,Prosperous Parents,IN,1,41.2438693,-85.8152231
637,Mid Town Millennials,FL,1,30.258839,-81.5373584
639,Envied Elite,FL,0,30.31832,-81.4157717
642,Mature Money,FL,1,27.5362615,-81.4807395
643,Envied Elite,MI,1,42.5271149,-83.2884144
644,Envied Elite,TX,1,33.0422831,-96.8411509
645,Mature Money,OR,1,42.2748619,-122.8137957
646,,WI,0,43.0961465,-89.3448713
647,,NY,1,44.9978444,-73.4563318
648,,CO,1,39.5263955,-105.0225475
652,Mature Money,FL,1,27.7950976,-82.6349023
653,,FL,0,26.6652415,-82.0487586
654,,FL,1,28.355118,-82.6499689
656,Mature Money,NY,1,41.1846903,-73.8613637
658,,CT,0,41.6728118,-72.954353
662,Envied Elite,FL,1,28.5941692,-81.1172305
664,Other,FL,0,28.3775183,-80.7079491
665,,GA,0,34.1279827,-84.5299303
668,,LA,1,32.5300136,-92.0835468
669,,VT,1,44.6699483,-73.0921617
671,,LA,1,30.401109,-90.134006
672,Mature Money,LA,1,30.011837,-91.737623
673,Mature Money,CA,0,32.570638,-117.1111935
675,Settled in the City,PA,1,41.4983176,-75.1548345
678,,FL,1,30.3813885,-81.4924911
679,Mature Money,TX,1,29.9192144,-95.1063651
680,Mature Money,FL,0,25.6215265,-80.3321468
681,,MA,1,42.5055544,-71.7500142
682,Settled in the City,LA,1,29.4627501,-90.3113829
683,Mature Money,FL,1,27.3436357,-82.3972825
684,,IL,1,41.3537774,-90.3845009
685,,NC,1,35.75,-81.69
686,Mature Money,FL,1,27.0925448,-80.2943447
687,Settled in the City,AL,0,30.541822,-87.7137018
688,Envied Elite,OH,1,40.147977,-82.8646092
689,Mature Money,TX,1,29.584511,-95.372863
690,Prosperous Parents,MI,1,42.430093,-83.463699
692,Mature Money,NJ,1,39.3916093,-74.4101765
695,Mature Money,WA,1,48.7045319,-122.5132101
696,Other,VA,1,37.5200965,-77.3105669
697,Other,AL,1,30.6738773,-88.0862787
698,Settled in the City,SD,1,43.4313045,-103.4894982
699,,TX,0,32.7092955,-96.0083018
701,Prosperous Parents,KY,1,36.8191649,-88.9251719
702,Prosperous Parents,MI,1,42.4408882,-83.8012407
703,,FL,1,27.9409115,-82.506128
704,,VA,1,36.884736,-76.4123548
705,Mature Money,FL,1,28.5211861,-81.5281428
706,Settled in the City,,1,,
707,,FL,1,26.493146,-81.8927446
708,Other,GA,1,31.4887553,-81.3451127
710,Mature Money,VA,1,38.8623986,-77.0549173
711,Prosperous Parents,NC,1,35.5260174,-82.087587
712,,,1,,
713,,LA,1,32.6747237,-93.3880805
714,Other,PA,1,40.2659847,-78.7829274
715,Mature Money,DE,1,,
716,Prosperous Parents,GA,1,31.8966217,-81.258788
718,Mature Money,WA,1,47.6957207,-122.3233311
719,Settled in the City,NC,1,35.419377,-83.7267619
720,Mid Town Millennials,SC,1,32.7221358,-79.9799988
721,Mature Money,WI,1,43.3389265,-87.9382997
722,Envied Elite,PA,1,40.3982373,-75.1282455
723,,AL,0,32.495281,-85.0129509
724,,FL,1,29.0315328,-80.9056602
727,Envied Elite,GA,0,34.0383654,-84.1985215
728,Prosperous Parents,AL,1,33.6331366,-85.7304668
729,,WI,1,44.4581352,-89.5780484
730,Mature Money,MI,1,46.4181981,-87.2755776
731,,MD,1,38.6075491,-77.1371161
732,,QC,1,45.521961,-73.5805095
734,,MO,1,38.6530652,-90.3490315
735,,IL,1,41.1106228,-87.8740202
736,,,1,,
737,Envied Elite,TX,0,30.3438881,-97.822476
738,,FL,1,28.607041,-81.3389531
739,,,1,,
740,,FL,0,26.4488336,-80.1301442
742,Prosperous Parents,NJ,1,40.4181395,-74.0602046
743,,,1,,
744,Prosperous Parents,FL,1,28.0505804,-82.733218
745,Prosperous Parents,WI,1,43.965675,-91.1947797
746,Mid Town Millennials,OK,1,35.1660967,-97.4273618
748,,,1,,
749,,FL,1,30.0761566,-81.5486299
750,Mature Money,FL,1,30.2628203,-81.4057898
751,Prosperous Parents,AL,1,30.6500198,-87.8751131
752,Mid Town Millennials,NC,0,35.3036982,-77.8891221
753,,FL,1,26.5983228,-80.0517241
754,Envied Elite,IL,1,41.9557212,-87.6813669
755,Mature Money,NC,1,36.0187895,-78.9691024
756,,NC,0,,
757,Mature Money,NC,1,35.5693158,-77.3767867
758,Mid Town Millennials,MT,1,46.8965032,-114.0535788
759,,FL,1,28.0191548,-82.7673694
760,,KS,1,37.6522249,-98.7352043
761,,NH,1,42.7148919,-71.4443127
762,Mature Money,TN,1,,
763,Envied Elite,,0,,
764,,,0,,
765,,,1,,
766,Envied Elite,GA,1,33.564423,-82.1480323
767,,TX,1,29.5927984,-98.6082943
768,Prosperous Parents,PA,1,40.336963,-79.4160012
769,Prosperous Parents,NC,1,36.011895,-79.2365271
770,,,1,,
773,,,1,,
774,,,1,,
776,Prosperous Parents,FL,1,26.6620339,-80.0752751
777,Settled in the City,NJ,1,40.8285957,-74.0996769
778,,NM,1,33.3367628,-105.7138629
779,,FL,1,28.1356419,-80.649643
780,Settled in the City,OH,1,41.4189675,-82.3707216
781,,NY,0,43.1195431,-77.7108015
782,Mid Town Millennials,GA,1,34.2442627,-84.4864351
784,,,1,,
785,Envied Elite,VA,0,,
786,Envied Elite,FL,0,30.1814048,-81.3754546
787,,FL,1,27.9379927,-82.4539924
788,Prosperous Parents,CA,0,33.7097435,-117.77181
789,Mature Money,CA,0,33.6203073,-117.9364105
793,,TX,1,30.1615128,-95.7632088
794,Mature Money,PA,1,40.1723792,-75.2182331
795,Mature Money,FL,1,28.8308054,-81.8313874
796,,FL,1,25.6626219,-80.4318915
797,,WA,1,47.5445212,-121.8714838
800,Other,GA,1,33.748121,-84.2483146
801,Prosperous Parents,FL,1,28.8800283,-81.728209
802,Mature Money,GA,1,31.938529,-81.059645
803,Mature Money,FL,1,26.4820847,-81.9443467
804,Mature Money,FL,1,30.4159672,-87.3245376
805,Prosperous Parents,OH,1,40.4661496,-81.4450227
806,Envied Elite,KS,0,38.8449186,-94.6785634
807,,CA,1,34.2765778,-119.1681373
809,Mid Town Millennials,TN,1,35.1791876,-85.0650491
810,,CA,1,38.2286401,-122.650064
811,Envied Elite,OK,1,35.484662,-97.526607
812,,MO,1,37.0590032,-93.2059994
815,Mid Town Millennials,MT,1,47.1526579,-114.0521654
817,,TX,1,29.9518962,-93.985513
818,,TX,1,26.2349631,-98.2094529
819,,FL,1,25.9739921,-80.2779295
820,,NY,1,40.7360278,-73.4571756
821,,CA,1,33.851567,-118.1944298
822,Envied Elite,CO,1,39.8038943,-105.1810441
824,Envied Elite,GA,1,33.8454165,-84.4996398
825,Other,TX,1,32.7366564,-96.8785583
827,,FL,1,27.2126383,-80.3207875
828,Settled in the City,TN,1,35.1944331,-85.1735539
829,Mature Money,GA,1,33.9540228,-84.2838018
830,,,1,,
831,,TX,1,29.7921124,-95.4819387
834,,FL,1,29.2596082,-81.0234032
835,Mature Money,FL,1,25.954267,-81.512719
836,Mature Money,SC,1,32.3323897,-80.8645455
838,Prosperous Parents,NY,1,40.7533634,-73.0307272
841,Prosperous Parents,DE,1,39.7347187,-75.6633792
842,,FL,1,27.2964768,-80.3181988
843,Mature Money,SC,0,34.9451735,-82.0541852
844,Prosperous Parents,OH,1,41.2399982,-81.5552078
845,,CA,0,37.7785502,-122.439159
846,Mid Town Millennials,TX,1,29.7240163,-98.0669435
847,,FL,1,28.1505342,-81.459719
848,,FL,1,25.4694002,-80.4344124
849,,,1,,
851,,,1,,
853,,NH,1,43.7494662,-71.5996733
854,Mature Money,FL,1,29.9191891,-81.362649
856,Prosperous Parents,TX,1,33.0137645,-97.0321391
857,Prosperous Parents,PA,1,40.689974,-75.716092
858,,OR,1,44.6401902,-122.9134349
860,Prosperous Parents,TX,1,30.1495481,-97.8543692
861,Prosperous Parents,GA,1,34.146684,-84.0942393
862,,OR,1,45.4301337,-122.5296287
863,,,1,,
865,Envied Elite,FL,1,26.891759,-80.120497
867,,,1,,
868,,VA,1,38.7661778,-77.0861925
869,,GA,1,30.8414351,-83.2840886
870,Envied Elite,FL,1,26.6321423,-80.2185154
871,Mature Money,FL,1,27.869064,-82.8024208
872,Settled in the City,CT,0,41.4337926,-73.4424504
873,Mid Town Millennials,GA,1,33.4587738,-82.0168929
876,Mature Money,VA,1,37.201896,-76.4750834
879,Envied Elite,MN,1,44.822283,-93.4157491
880,,NH,1,43.079328,-70.9016895
881,,VA,1,39.023185,-77.508781
882,Settled in the City,MI,1,42.5894715,-82.8886868
884,,OR,0,,
885,,,1,,
886,Settled in the City,AZ,1,33.8618178,-112.1392257
887,Mature Money,WA,1,46.8889289,-117.3675644
888,Envied Elite,GA,1,33.9217223,-84.4111522
889,Settled in the City,NY,1,44.399805,-73.778584
890,,SC,1,34.8069569,-82.6266031
891,Mature Money,MA,1,42.6076361,-70.8319005
892,Prosperous Parents,OH,1,40.0109187,-83.1730021
894,Mature Money,AL,1,33.5035914,-86.7386808
895,,WA,1,47.5696074,-121.8789155
896,,CA,0,32.9049596,-117.141756
898,Mature Money,TX,1,31.3986551,-100.4828877
904,Mature Money,FL,1,28.5968591,-81.238782
906,,FL,0,30.5952613,-81.4589253
907,,,1,,
908,Mature Money,LA,1,29.6473685,-90.5428834
909,,FL,1,27.812355,-82.614864
910,Envied Elite,FL,1,30.1705336,-81.3981255
911,,IL,1,41.7955046,-87.9514579
912,Mature Money,OH,1,41.5527152,-83.7239399
913,Mature Money,AL,0,30.5713686,-88.1085339
914,Envied Elite,TX,1,29.5018414,-95.0287911
915,Mature Money,FL,1,27.4670778,-80.3004917
916,Mature Money,CA,1,33.1713189,-117.3371378
917,Mature Money,CO,1,40.5348294,-104.9022484
918,Mature Money,FL,0,28.573358,-81.3884634
920,,,1,,
921,Mature Money,AZ,1,,
922,,FL,1,30.1550493,-81.3962045
923,Mid Town Millennials,VA,1,37.4982213,-76.9929677
924,Prosperous Parents,FL,1,25.1495386,-80.3909925
926,,WA,1,47.6741465,-122.2590493
927,,TX,1,33.1016438,-97.1124065
928,,FL,1,27.1361773,-80.2094728
929,,SC,1,33.796773,-78.765888
930,Prosperous Parents,TX,0,33.0367127,-96.5625962
931,,NC,1,35.7611557,-79.0562518
932,,GA,1,31.9366325,-81.0531482
933,Mid Town Millennials,ID,1,43.5851358,-116.186182
934,,WI,1,42.9028833,-88.1254633
935,,FL,1,27.9363025,-82.7527924
937,Settled in the City,FL,0,26.5752919,-82.0194691
938,,NE,1,41.3758933,-96.1739116
939,,DE,1,39.7628639,-75.5407484
940,Settled in the City,MN,1,45.8166584,-95.357288
942,Mature Money,CA,1,33.4026193,-117.5949585
943,Prosperous Parents,WA,1,45.6364474,-122.4902345
945,Envied Elite,LA,1,30.0855095,-91.9493075
946,,NC,1,35.2418766,-80.797702
947,Mature Money,CA,1,38.9101153,-121.1045363
948,Mature Money,FL,0,26.5419193,-81.9295893
949,Envied Elite,OH,1,40.077796,-82.8181748
950,Mature Money,FL,1,27.688415,-82.728197
951,,,1,,
952,,FL,0,25.7479489,-80.2659548
953,Prosperous Parents,OH,1,40.4405412,-84.3676564
955,,MI,0,42.2795613,-83.7572407
956,,,1,,
957,,AZ,1,33.5062782,-112.3485158
958,Mature Money,MO,1,38.5191846,-90.4572946
959,,SC,1,33.6955062,-79.8601507
960,Mature Money,FL,1,28.8510592,-81.2340272
961,Prosperous Parents,CO,1,38.9820784,-104.769938
964,Mature Money,VA,0,37.5226514,-77.4875058
966,,PA,1,40.0268157,-75.6358306
967,,GA,1,34.6180619,-84.5853861
969,,MA,0,42.0398622,-70.6940094
970,,FL,1,28.2089258,-80.6116599
971,Mature Money,OH,1,40.0791244,-83.1793239
972,Prosperous Parents,VA,1,37.5423717,-77.638824
973,Mature Money,VA,1,38.7865946,-77.2560735
974,,CO,1,40.4072266,-104.7696676
975,,NC,1,35.1448544,-80.9461088
976,Mature Money,TN,1,35.1281511,-85.0794705
977,,FL,1,27.8606164,-82.5299772
978,,,0,,
979,Mature Money,SC,1,34.8066786,-82.2690869
980,Mature Money,MA,1,42.1849525,-70.8936081
982,Mature Money,NM,0,32.2848284,-106.7636647
983,Prosperous Parents,NC,1,35.3805121,-80.9202512
984,,ME,1,44.3878986,-69.9588036
985,Mature Money,NY,1,41.1650393,-73.8434455
986,,,1,,
987,,FL,0,29.5795066,-81.2095598
988,Settled in the City,WA,1,47.2870418,-122.639048
989,,OR,1,45.904538,-123.9610568
990,,CA,1,33.9226096,-117.5378439
991,,,1,,
992,,FL,1,27.5099038,-82.5068924
993,Envied Elite,CA,1,37.5345873,-122.3187015
994,,NC,1,34.2286553,-77.8276153
995,Mature Money,MA,1,42.2552892,-70.8963716
996,,TN,0,36.0629283,-86.9239798
997,,MD,1,38.9342659,-76.6180526
1000,Mature Money,FL,0,27.8554286,-82.8009773
1001,,TN,1,36.6048688,-87.382457
1002,,GA,1,31.505839,-83.508414
1003,Mature Money,FL,1,30.184503,-81.6322562
1005,Settled in the City,FL,1,26.5826888,-80.0621581
1006,Mature Money,RI,0,41.3787729,-71.6182229
1007,Mature Money,MA,1,42.5116962,-70.9956606
1009,Prosperous Parents,TX,0,29.9153043,-95.6910781
1010,,LA,0,29.9484692,-90.0678885
1011,,OR,1,44.6251693,-124.0472536
1012,Mature Money,TX,1,30.1964967,-97.9525822
1013,Mature Money,CO,1,39.7666482,-105.0192482
1015,,AL,1,32.7558828,-85.8236252
1016,Mature Money,CA,1,33.0369443,-117.2682775
1018,,,1,,
1019,Mature Money,CA,1,40.5136124,-122.5105378
1020,,HI,1,21.3413498,-157.9190365
1021,,FL,1,28.5483553,-82.6439286
1022,Mature Money,CT,1,41.4756459,-73.4642598
1023,Mature Money,NC,0,35.7293786,-79.1683231
1024,Envied Elite,CA,1,33.5611417,-117.7375435
1025,,GA,0,33.8369282,-84.3690795
1026,Prosperous Parents,TX,1,30.3472442,-97.7258639
1027,,TX,1,30.2677479,-97.7511309
1028,Mature Money,AL,1,34.6222674,-86.4374515
1029,Envied Elite,GA,0,33.779463,-84.3549032
1030,Mature Money,VT,1,43.6523155,-72.5554096
1031,Mid Town Millennials,UT,1,40.282055,-111.6956269
1032,Mid Town Millennials,NV,0,39.438894,-119.731962
1035,,,1,,
1037,Prosperous Parents,PA,1,40.2552788,-75.8227764
1039,Prosperous Parents,GA,1,34.3141794,-84.3992625
1040,,VA,1,36.8109781,-76.113271
1041,,VA,1,38.8043441,-77.2142929
1042,Mature Money,TX,1,32.1977006,-96.1018685
1043,,NY,1,40.8716093,-73.5031706
1044,Other,FL,1,25.4576563,-80.4391062
1045,Envied Elite,FL,1,27.8387796,-82.2505419
1046,,WA,1,47.5642087,-122.2098921
1048,Mature Money,FL,0,26.941061,-80.0911395
1049,Envied Elite,WI,1,44.2092193,-88.4703993
1050,Mature Money,TX,1,29.7440253,-95.4068506
1052,Mature Money,TX,1,30.380153,-97.953173
1053,,FL,1,30.2768652,-81.457753
1055,Settled in the City,FL,1,27.270964,-80.3668328
1056,Envied Elite,NC,1,35.9107119,-79.01716
1057,Other,TN,1,36.550348,-85.108508
1058,,FL,1,30.3288544,-81.4171291
1059,Mature Money,VA,0,36.9159724,-76.4908964
1060,Prosperous Parents,FL,1,28.5216807,-81.1359712
1061,,CT,1,41.2463039,-72.8667558
1063,Envied Elite,VA,1,38.9039336,-77.256702
1064,Prosperous Parents,CA,1,33.9291391,-117.5996351
1066,Settled in the City,MA,0,41.6866466,-70.4738034
1067,Mid Town Millennials,VA,1,36.9427622,-76.2621004
1068,Prosperous Parents,NY,0,42.4077928,-76.5044652
1069,Mature Money,FL,1,30.1510314,-81.6406244
1071,Mature Money,AL,1,33.475179,-86.809734
1072,Mid Town Millennials,GA,0,,
1073,Mature Money,FL,1,26.5627162,-81.9126329
1075,Envied Elite,CT,1,41.1089795,-73.4848395
1076,Settled in the City,FL,1,30.4003895,-86.9238893
1077,,FL,1,27.3124973,-82.5362121
1078,Mature Money,GA,0,34.0095699,-84.314535
1079,,TN,1,35.128721,-89.9651228
1080,Envied Elite,MI,1,42.5716771,-83.4008669
1081,,FL,0,30.4370527,-87.1886913
1083,,,1,,
1084,,,1,,
1086,Settled in the City,FL,1,25.1675374,-80.38024
1087,Mature Money,FL,1,,
1088,Envied Elite,NH,1,42.9176046,-71.1967665
1089,Envied Elite,NC,1,35.8144783,-78.668173
1090,Mature Money,MA,1,42.8472528,-70.9603765
1092,Settled in the City,MO,1,37.8049682,-92.2072588
1093,,ME,1,43.8108078,-70.233258
1094,,CT,0,41.0260434,-73.5893865
1095,Settled in the City,FL,1,26.297215,-80.1601699
1097,,TX,1,29.4794463,-95.0300592
1098,,CA,1,38.5346484,-121.4325159
1101,Prosperous Parents,MS,1,30.5970202,-88.5712971
1102,Envied Elite,NC,1,35.4592359,-80.7858201
1103,Mature Money,LA,1,30.010436,-90.1023345
1104,Settled in the City,FL,1,27.9622724,-81.6777455
1106,,FL,1,26.3479369,-80.0981433
1107,Mid Town Millennials,PA,0,40.1362266,-75.5138883
1108,Prosperous Parents,TX,1,32.901618,-97.2294469
1109,Mature Money,WI,1,44.103639,-88.732097
1110,,MO,1,37.1593133,-90.6919471
1111,Mature Money,FL,1,29.1234698,-82.2009727
1112,,CA,0,37.4195151,-122.209543
1114,,FL,1,27.3315396,-81.0124797
1115,Settled in the City,GA,1,32.0860294,-81.2495816
1117,,MO,1,38.8122426,-94.3640203
1118,,FL,1,27.6512447,-80.3946778
1120,Mature Money,VA,1,37.2719972,-76.8137091
1122,Envied Elite,CA,1,37.8454019,-122.2323068
1124,,,1,,
1125,Envied Elite,TN,0,35.1713357,-85.1831903
1126,,,1,,
1129,,ID,1,48.3117718,-116.5384639
1130,,CA,0,38.6812639,-120.9745914
1132,Settled in the City,AZ,1,34.4539218,-114.2725996
1133,Prosperous Parents,OH,0,39.6329438,-83.4223649
1134,Mature Money,TX,1,33.1832884,-97.1188194
1135,Prosperous Parents,NJ,1,40.3052346,-74.3205062
1136,Envied Elite,WI,0,42.9963834,-89.7418466
1137,Mature Money,FL,1,30.3086929,-81.6280854
1138,Mature Money,TX,1,29.4040592,-98.4846967
1139,Mature Money,PA,1,41.3401603,-75.9917753
1140,Settled in the City,NC,1,35.3427034,-83.8911545
1141,Mature Money,PA,1,40.225826,-74.936595
1142,,FL,1,28.7907035,-81.2222141
1144,Envied Elite,TN,0,35.8153946,-84.1625411
1145,Envied Elite,PA,1,40.3157714,-74.9490569
1147,,GU,1,,
1149,Mature Money,IN,1,37.950922,-87.4179685
1150,,FL,1,27.8334867,-82.6130456
1151,,MA,0,42.1985708,-70.9315294
1152,,CA,1,39.7202972,-121.87123
1153,,TN,1,34.9969623,-85.3573461
1154,Settled in the City,TX,1,30.0441535,-94.7698462
1155,Envied Elite,FL,1,28.0825321,-82.6254892
1156,Prosperous Parents,PA,0,39.8129219,-75.8208242
1157,Settled in the City,NJ,1,39.3923635,-74.3912997
1158,,TX,1,30.0793479,-94.0923477
1159,,VA,1,37.5870363,-77.6254881
1160,Mature Money,MT,1,46.8314994,-114.008673
1162,Envied Elite,IL,1,42.1010236,-87.9298417
1164,,,0,,
1165,Envied Elite,GA,1,31.1385846,-81.3853284
1166,Prosperous Parents,FL,1,28.6426915,-81.3363746
1167,Envied Elite,TX,0,33.5874738,-101.9114077
1169,Mature Money,FL,1,30.0600498,-81.858399
1170,Envied Elite,MO,1,38.6073441,-90.5036903
